Timestamp,Close,High,Low,Open,Volume_(BTC),Volume_(Currency),conversionType,conversionSymbol,Weighted_Price
1747388220,103673,103675,103651,103659,0.3728,38644.18,force_direct,,103659.28111587983
1747388280,103663,103673,103648,103673,0.01894,1963.38,force_direct,,103663.14677930308
1747388340,103748,103748,103661,103663,0.3275,33952.14,force_direct,,103670.65648854962
1747388400,103778,103780,103731,103748,0.03312,3436.47,force_direct,,103758.15217391305
1747388460,103774,103778,103774,103778,0.1696,17594.89,force_direct,,103743.45518867925
1747388520,103763,103775,103763,103774,0.6506,67507.51,force_direct,,103761.92745158315
1747388580,103737,103771,103736,103763,0.6226,64595.01,force_direct,,103750.41760359782
1747388640,103697,103737,103697,103737,0.006245,647.84,force_direct,,103737.38991192955
1747388700,103747,103749,103697,103697,0.02398,2488.11,force_direct,,103757.71476230191
1747388760,103740,103747,103740,103747,0.000297,30.81,force_direct,,103737.37373737372
1747388820,103781,103782,103740,103740,0.3579,37138.59,force_direct,,103768.06370494551
1747388880,103800,103807,103781,103781,0.6379,66212.08,force_direct,,103796.95877096723
1747388940,103770,103800,103768,103800,0.6454,66985.31,force_direct,,103788.82863340565
1747389000,103747,103770,103744,103770,0.2205,22879.46,force_direct,,103761.72335600907
1747389060,103726,103747,103726,103747,0.006868,712.44,force_direct,,103733.25567850904
1747389120,103741,103742,103726,103726,0.1154,11976.7,force_direct,,103784.22876949741
1747389180,103719,103741,103719,103741,0.01532,1589.45,force_direct,,103750.0
1747389240,103805,103807,103719,103719,0.02938,3050.2,force_direct,,103818.92443839346
1747389300,103806,103807,103805,103805,0.2571,26693.41,force_direct,,103825.00972384286
1747389360,103807,103807,103806,103806,0.0494,5128.58,force_direct,,103817.40890688259
1747389420,103820,103820,103807,103807,0.1597,16575.9,force_direct,,103793.98872886662
1747389480,103820,103820,103819,103820,0.1555,16148.03,force_direct,,103845.85209003216
1747389540,103840,103845,103819,103820,0.8082,83908.78,force_direct,,103821.80153427369
1747389600,103827,103845,103819,103840,0.7168,74427.24,force_direct,,103832.64508928572
1747389660,103822,103839,103795,103827,1.167,121193.13,force_direct,,103850.15424164524
1747389720,103805,103825,103805,103822,0.2564,26614.46,force_direct,,103800.54602184087
1747389780,103811,103845,103805,103805,0.2656,27570.45,force_direct,,103804.40512048193
1747389840,103762,103811,103762,103811,0.218,22624.97,force_direct,,103784.26605504588
1747389900,103802,103823,103762,103762,0.3656,37957.58,force_direct,,103822.7024070022
1747389960,103716,103802,103716,103802,0.05932,6153.43,force_direct,,103732.80512474714
1747390020,103684,103716,103667,103716,0.3169,32851.88,force_direct,,103666.39318396969
1747390080,103684,103700,103684,103684,0.03378,3502.79,force_direct,,103694.19775014803
1747390140,103684,103685,103683,103684,0.003795,393.46,force_direct,,103678.52437417654
1747390200,103728,103728,103684,103684,0.001705,176.81,force_direct,,103700.8797653959
1747390260,103870,103870,103728,103728,1.274,132322.17,force_direct,,103863.5557299843
